CustomerID,Recency,Frequency,Monetary,Cluster,PCA1,PCA2
12437,2,18,4951.41,3,1.75239253744806,-0.4536632599682927
12438,14,2,2906.85,0,0.15951059068855883,-0.7115648826933488
12441,367,1,173.55,1,-1.4636826562856904,2.3436605157218415
12442,3,1,172.06,0,-0.0786196373885359,-0.9512063367182774
12444,21,5,5005.46,0,0.5435690192018732,-0.5023924625672679
12445,22,1,133.4,0,-0.15364038879147898,-0.7809625071067041
12446,58,1,1002.3100000000001,0,-0.22954523977791355,-0.41605205124950356
12447,243,1,476.49,1,-0.9705137537171716,1.2348710875892155
12448,44,1,449.45,0,-0.21513904432918518,-0.5676221226045531
12449,22,4,4067.29,0,0.3860874525153834,-0.5526692591149487
12450,156,2,197.88,1,-0.5713144566145935,0.45202082313015374
12451,11,5,9035.52,0,0.8649613013980165,-0.41178732856260225
12452,17,2,430.57,0,-0.026003475276052488,-0.7957005474883156
12453,134,1,707.09,0,-0.5395118916159319,0.2586052281209204
12454,56,1,3528.34,0,-0.04433884611592818,-0.3206288410996037
12455,73,6,2466.86,0,0.25492556661715204,-0.1286336100606476
12456,44,3,3181.04,0,0.15234265847670853,-0.41052802386414367
12457,66,7,2363.23,0,0.3619945653270473,-0.17948796446667392
12458,71,2,947.4,0,-0.1951590422988852,-0.2836838384111396
12461,94,2,826.88,0,-0.2911566835034793,-0.08091242273371499
12462,19,2,1189.59,0,0.019749528099444833,-0.7434848739692521
12463,53,4,1344.78,0,0.07671052250227499,-0.394425009743143
12464,10,8,1212.05,0,0.581879192338138,-0.7209527559943
12465,17,2,742.1899999999999,0,-0.004094655835002764,-0.7816955159274803
12468,188,2,729.5400000000001,1,-0.6557084511603242,0.7655677748884444
12471,2,30,19824.05,3,3.8506352727028808,0.42072781224237177
12472,32,7,6572.11,0,0.7872887464248185,-0.2980857371328094
12473,29,5,3938.5499999999997,0,0.43811537877140455,-0.4779290510909497
12474,17,18,7375.79,3,1.8657604038380355,-0.20893045441746835
12475,54,1,723.38,0,-0.23393412549175047,-0.46479449944498014
12476,16,11,6816.42,0,1.216219706256083,-0.36327380585935665
12477,23,6,13219.74,0,1.2011900454635078,-0.09795298750033873
12478,4,1,680.99,0,-0.04664410671657362,-0.9192820209631634
12479,11,1,527.2,0,-0.08409433973369311,-0.8628322162660076
12480,28,4,3281.63,0,0.30801824404713896,-0.5336690207347742
12481,23,10,5596.32,0,1.0160842754856627,-0.37191139814489266
12483,17,8,2484.98,0,0.6447362273812665,-0.6003823601012163
12484,33,6,4541.72,0,0.553017337077706,-0.3974498052656761
12488,10,3,1298.66,0,0.149383468454242,-0.802883220781785
12489,336,1,334.93,1,-1.3343690557605987,2.0703122727636094
12490,5,10,5417.93,0,1.0720396592298667,-0.5428583839625073
12491,39,1,460.40000000000003,0,-0.1953421615117724,-0.6123882407008631
12492,63,2,263.21000000000004,0,-0.2128185965389196,-0.38684634097974613
12493,166,2,433.74,1,-0.5927860949818335,0.5531374792416522
12494,16,7,1246.1000000000001,0,0.47372369389596725,-0.6822771598815655
12497,82,1,1043.1,0,-0.31800719311298964,-0.19697928712066054
12498,21,3,403.70000000000005,0,0.044602761957663724,-0.7435369748694756
12500,23,11,4257.82,0,1.0096964096357584,-0.414902558211853
12501,337,1,2169.39,1,-1.2092005418600418,2.161809431997428
12502,96,5,3723.87,0,0.16805984242344116,0.11888307768495486
12504,18,2,482.04999999999995,0,-0.026189517844922624,-0.7843352513324064
12506,233,1,73.5,1,-0.9607923913052061,1.1262431647914892
12507,134,3,1304.81,0,-0.3220544893705696,0.3197975339830812
12508,26,2,398.27,0,-0.06252301946183875,-0.7156873629983637
12509,284,1,176.5,1,-1.1476265570023216,1.5925063089470348
12510,143,2,982.5699999999999,0,-0.4666756033350471,0.3696154540649061
12512,66,2,138.03,0,-0.23303574514311773,-0.3653173189680891
12513,113,1,612.29,0,-0.4662633943119858,0.0642600550820499
12514,267,1,1017.68,1,-1.0237944823288627,1.4764331585438146
12515,353,1,383.7,1,-1.3956321237542482,2.2263821430101176
12516,78,2,1312.06,0,-0.19615902360169807,-0.20393351188382175
12517,28,5,2502.84,0,0.3409814639085172,-0.5515053248396167
12518,1,5,2056.89,0,0.4123743733621797,-0.8159420010320181
12519,64,1,340.84,0,-0.2988831207113914,-0.39147038398305695
12520,79,5,2634.26,0,0.15614540054281384,-0.08396491030040201
12521,143,1,599.68,1,-0.5813121348204502,0.3352427694540329
12522,39,2,192.72,0,-0.1264447374769941,-0.6072539020964488
12523,19,11,1789.77,0,0.8513988055636942,-0.5620298812242734
12524,9,8,4485.72,0,0.8158439107442665,-0.5828769678343378
12526,1,3,1316.66,0,0.1848976339159188,-0.8835390853029287
12527,82,3,348.71000000000004,0,-0.19139314074239377,-0.19385784105591655
12528,9,6,1933.48,0,0.4609716257124319,-0.7319106005891372
12530,60,4,1662.28,0,0.07239490059603518,-0.3167941790389719
12531,15,1,125.22,0,-0.12757765171450083,-0.8446916743669447
12532,30,1,349.83000000000004,0,-0.1688672647604986,-0.6988223829569937
12534,131,1,1089.18,0,-0.5012323760179592,0.24862242476754667
12535,92,2,716.35,0,-0.2913168163336768,-0.10398323097812946
12536,43,3,12601.830000000002,0,0.8184880525855056,0.003815685508329345
12538,29,1,363.95,0,-0.16406913517753166,-0.7072394406481356
12539,22,4,5568.35,0,0.4916212838169112,-0.4852076306100145
12540,20,17,13400.24,3,2.1901834106589217,0.07181470517633448
12541,30,3,981.18,0,0.05095453514163322,-0.6361186554550443
12544,36,1,372.7,0,-0.19009179771795448,-0.6434846560719664
12545,75,2,1000.39,0,-0.20665514042597882,-0.24509573470849128
12546,47,2,1161.5,0,-0.08877674050309045,-0.4913011680539376
12547,198,2,207.79999999999998,1,-0.7304440700440242,0.8326358721446417
12548,166,1,95.19999999999999,1,-0.7043045462984074,0.5207580015806638
12550,79,1,964.83,0,-0.3120938418108953,-0.22765189321245355
12551,358,1,168.0,1,-1.4298242019395926,2.26194625156891
12552,39,2,437.82,0,-0.10921268675816578,-0.5962384562471427
12553,8,10,3692.28,0,0.9392995395364674,-0.5932587402390548
12556,50,2,603.71,0,-0.13940905622875863,-0.48921478997891177
12557,16,5,11990.960000000001,0,1.0537200404974751,-0.2337037546812126
12558,8,1,269.96,0,-0.09076368984795415,-0.9015482101327917
12559,311,2,561.71,1,-1.1355728764654558,1.8713777577057245
12560,5,3,2134.01,0,0.2271407862475915,-0.8105986103665979
12561,303,1,238.85,1,-1.2155456786904184,1.7672897965971164
12562,8,7,3781.7400000000002,0,0.6824381660370223,-0.640731939035357
12564,261,1,456.9,1,-1.0403883598249561,1.39692032567429
12565,289,1,145.92,1,-1.1688035506137393,1.6363902026368906
12566,86,1,351.65,0,-0.3818420421055445,-0.19184829687397884
12567,23,10,9401.28,0,1.2835965712959976,-0.20090637636286218
12569,2,32,4124.69,3,2.9223068359894393,-0.25051399956910697
12571,40,2,519.61,0,-0.10726774826915057,-0.5835109480810642
12572,9,2,1020.42,0,0.045909887243668485,-0.8416043041171022
12573,227,1,160.54000000000002,1,-0.9318405034130034,1.0758450856147326
12574,316,1,218.45,1,-1.2664502029455122,1.8840443909098803
12576,36,5,1315.83,0,0.22708404831961823,-0.532439526772118
12577,35,3,657.8,0,0.009191884857539365,-0.605393972473784
12578,21,2,2794.51,0,0.12497454984726737,-0.6532522047589279
12579,78,1,440.42,0,-0.3451577125282573,-0.2602719213369974
12580,247,1,415.7,1,-0.9900092917903619,1.2683456154912354
12581,40,1,197.71,0,-0.21761630434312432,-0.6151425798875751
12582,239,2,511.36,1,-0.8651235636133486,1.2173962356581065
12583,3,15,7281.38,3,1.6492475121795689,-0.391390332631099
12584,4,9,2338.15,0,0.7716004339114745,-0.7074881256603904
12585,234,2,2040.1,1,-0.7386166266934043,1.2408436367605655
12586,17,1,196.94000000000003,0,-0.1301461026802956,-0.8233650907386526
12587,8,1,144.0,0,-0.09961945936465597,-0.9072091875264213
12588,39,1,214.89999999999998,0,-0.21260233471239398,-0.6234216636139787
12589,29,2,646.68,0,-0.056474473133164234,-0.6773682128151756
12590,211,2,9864.26,1,-0.1010052963839767,1.3842942906977806
12591,317,1,452.84999999999997,1,-1.2537758345903183,1.9036305983458994
12592,92,2,437.6,0,-0.31091467083336427,-0.11651099732041452
12593,109,3,418.09999999999997,0,-0.28926055455624394,0.05365522726616767
12594,38,10,3338.2200000000003,0,0.80024474550722,-0.33762169696150496
12596,51,2,618.27,0,-0.14219080386714786,-0.47950877681262455
12597,19,4,3811.22,0,0.37950036066036763,-0.5913326700700898
12598,10,8,3023.08,0,0.7092058378433183,-0.6395602513167448
12599,29,7,1032.58,0,0.40924163543108094,-0.574201891976056
12600,29,10,2599.04,0,0.7825244590583197,-0.4523072444209496
12601,190,5,577.0600000000001,1,-0.41088858661873806,0.8283119833687895
12602,59,1,153.12,0,-0.2930539715386527,-0.4451652602469786
12603,22,1,739.1999999999999,0,-0.1110488901155663,-0.75373624396713
12604,79,2,254.18,0,-0.2743399571760329,-0.24242580449733792
12607,60,1,1579.51,0,-0.19657531050154867,-0.3720078520850741
12609,78,3,1126.85,0,-0.12146344688319166,-0.19509275214847205
12610,23,5,2099.54,0,0.3316540015187711,-0.6148889396436992
12611,52,1,1193.32,0,-0.19328361580559436,-0.4617774421155607
12612,74,1,704.0400000000001,0,-0.3114019669997429,-0.28463072960778607
12613,57,5,3344.38,0,0.2897901739350286,-0.2511864858789203
12614,278,1,315.6,1,-1.1150145281047243,1.5444479446250923
12615,2,4,2291.19,0,0.33732472224608834,-0.8135248775677205
12616,95,2,713.3,0,-0.30294746818434365,-0.07696536195881941
12617,29,1,355.53,0,-0.16466111341928008,-0.7076178578413267
12618,22,1,177.31,0,-0.1505532433526224,-0.77898907492701
12619,16,9,3641.24,0,0.8175508742034937,-0.5403040189379696
12620,15,3,1339.41,0,0.13322141640860985,-0.7557935671880898
12621,2,20,13689.67,3,2.542180409536959,-0.026613436545503234
12622,232,1,180.1,1,-0.9494923439316343,1.1219824042531166
12623,276,1,305.1,1,-1.1081419313004692,1.5258727506128529
12624,106,2,641.13,0,-0.34988093269420323,0.019359254783153673
12625,212,2,2683.82,1,-0.6096401852788729,1.0706378685896607
12626,23,9,6620.48,0,1.0003720890183234,-0.3430475136726726
12627,11,7,4478.53,0,0.7200106083318668,-0.5822613991748458
12628,4,3,786.46,0,0.1362050663719416,-0.8802127392516387
12630,10,2,1270.88,0,0.05971337324286227,-0.8212963175691287
12631,57,1,640.5,0,-0.25117732164630985,-0.4413644029354624
12633,59,4,2163.98,0,0.11147292936091284,-0.3032980947994543
12635,90,2,1689.18,0,-0.21531001947497241,-0.07836495960073965
12637,67,8,6021.9,0,0.7031333493587096,0.011158633402995425
12638,33,1,671.69,0,-0.15765472771253425,-0.6572021944317755
12639,239,1,486.1,1,-0.9546164871894307,1.199096394372763
12640,24,3,1174.58,0,0.08738419094266725,-0.6817366333648393
12641,115,1,185.9,0,-0.5038520687928992,0.06320025057489598
12642,25,3,1013.26,0,0.07223698805977569,-0.6799351351556143
12643,128,6,3344.64,0,0.1073416181268601,0.40865680001529686
12644,130,1,477.91,0,-0.5404030436567305,0.2120986772367575
12645,34,4,1775.18,0,0.17927302644946053,-0.5470630019128264
12646,5,2,1346.97,0,0.08409000222030964,-0.8631348708240522
12647,22,12,3722.82,0,1.0636049850637563,-0.43083393939498504
12648,155,1,318.05,1,-0.6467773428970217,0.43120534477575073
12649,107,3,623.51,0,-0.2672081451420244,0.04478360287173188
12650,3,1,314.44,0,-0.06860943999422019,-0.9448074008552656
12651,335,1,114.0,1,-1.3460963995414041,2.0513314429513763
12652,331,1,919.98,1,-1.27420938094939,2.0513477354999656
12653,149,2,2209.85,1,-0.4032226405509116,0.4790825695071047
12654,11,5,601.98,0,0.27203111364090704,-0.7908130453637314
12656,17,5,4051.17,0,0.49169813522827327,-0.5814873852988005
12657,11,4,1643.18,0,0.25751694489796106,-0.7611833379732242
12658,19,1,686.05,0,-0.10336944695685442,-0.7832798904516829
12659,30,1,91.68,0,-0.1870168114478325,-0.7104243305130865
12660,11,1,245.1,0,-0.10392772001839926,-0.8755105405176977
12662,1,11,3849.78,0,1.0647275974230566,-0.632377217963607
12664,8,9,4881.88,0,0.9352188115388259,-0.5569595421752019
12665,325,1,63.0,1,-1.3116279562134026,1.9585228868794646
12667,58,1,620.13,0,-0.2564148650072967,-0.4332282368663448
12668,12,4,3807.15,0,0.4058520562377718,-0.6548771229996873
12669,151,3,2744.0299999999997,1,-0.28556029534057636,0.5383579251645864
12670,10,5,2996.05,0,0.4441544945836271,-0.6922688205209853
12672,330,1,225.89999999999998,1,-1.3192021053814138,2.0111022863340033
12673,5,2,610.52,0,0.03231299792866897,-0.8962328924304229
12674,39,4,1970.6,0,0.17398523505124242,-0.49302206717057084
12676,25,6,1331.39,0,0.3577544674445217,-0.6141437577639688
12678,42,12,17628.46,3,1.9651496348600077,0.37515546545922307
12679,59,4,1113.02,0,0.03758392069726605,-0.3505310322526845
12680,1,4,862.81,0,0.24070615186206276,-0.8867717216220775
12681,15,22,13787.54,3,2.6750249777877655,0.129785705520691
12682,4,31,12288.22,3,3.4009258446718786,0.11731545611544464
12683,4,15,8476.57,3,1.7294713787401605,-0.3286236673511185
12684,8,7,2283.63,0,0.57711173803872,-0.7080609866946957
12685,28,6,2863.08,0,0.45402555986237625,-0.5181505914669596
12686,372,1,89.14,1,-1.4886442328844378,2.385125146049526
12688,114,1,4873.8099999999995,0,-0.17045750375847307,0.26483574553992795
12689,26,2,1247.61,0,-0.0028091477460914747,-0.6775157645583407
12690,206,1,389.01,1,-0.8358641193857785,0.8960285261201509
12691,28,6,1035.8,0,0.32555643853434424,-0.6002734143617782
12693,127,4,855.91,0,-0.2392601138825832,0.25342582752324055
12694,70,2,869.67,0,-0.1968185375976987,-0.29622887937955106
12695,7,4,582.1,0,0.19813806134760195,-0.8450776873153135
12697,29,3,957.59,0,0.05310141775353933,-0.6462305008368322
12700,8,4,4939.99,0,0.5007193608271592,-0.640170872759118
12701,80,2,797.71,0,-0.2399318318289524,-0.20894647272269729
12702,20,1,219.0,0,-0.14001136573638975,-0.7952187115386975
12703,71,1,283.55,0,-0.3295488049958836,-0.3306836126418456
12704,7,8,2340.84,0,0.6726563508237041,-0.6973768754811832
12705,15,9,6868.29,0,1.048237917356616,-0.4043234575650113
12707,292,1,603.42,1,-1.148054679989676,1.6841064134999293
12708,30,10,2712.91,0,0.7867248205871554,-0.43813797573734475
12709,15,15,9736.52,3,1.7761942153464398,-0.1724300350041775
12710,97,3,1149.02,0,-0.1922074718674227,-0.022115060558060434
12712,29,13,4396.13,0,1.172022002625515,-0.32004747129984784
12713,1,1,848.55,0,-0.023447381166378192,-0.9389063730641979
12714,9,5,4708.86,0,0.5683810706601334,-0.6243422319054861
12715,106,1,353.86,0,-0.4577947849069243,-0.010716012724044812
12716,4,2,1053.49,0,0.06726194330424924,-0.8853762905847435
12717,151,2,1030.98,1,-0.49371532778133115,0.4442043125614122
12718,71,1,238.25,0,-0.33273367605897186,-0.3327195151182779
12719,5,2,644.95,0,0.034733640549024995,-0.8946855166630153
12720,3,25,5781.73,3,2.420982701134731,-0.2871426949284059
12721,32,6,2656.13,0,0.42425406694192386,-0.4912448826809521
12722,85,4,997.63,0,-0.0694692676053224,-0.12037411660104437
12723,4,5,725.07,0,0.3073229461803928,-0.8486425897082707
12724,5,4,1031.41,0,0.23733815403527003,-0.842987797051872
12725,371,1,427.8,1,-1.4610289276984985,2.391293779080269
12726,28,7,2609.1,0,0.5238861788985741,-0.5124005384270681
12727,11,7,3980.7,0,0.6850100705540034,-0.6046352033656253
12728,71,4,836.33,0,-0.027533974729158625,-0.2543464401929186
12729,114,1,453.01,0,-0.4812671725377317,0.06615323631670361
12731,24,12,18895.91,3,2.122756541294178,0.2691883744876331
12732,180,1,236.26000000000002,1,-0.7476628367533109,0.6538206857437743
12733,234,1,383.95,1,-0.942771236099066,1.1492472614843008
12734,353,1,110.39999999999999,1,-1.4148468094395024,2.2140993141622376
12735,315,2,779.5699999999999,1,-1.1354775906594068,1.9173755576840772
12736,333,1,234.0,1,-1.3300488430520934,2.038621266007005
12738,372,1,155.35,1,-1.4839892590856063,2.3881007995366033
12739,78,2,1013.04,0,-0.21718198486625967,-0.2173722659346561
12740,64,1,427.6,0,-0.29278335441043035,-0.38757115884276405
12743,134,2,546.43,0,-0.4630902975773634,0.2685493301475817
12744,52,7,21279.29,3,1.7451866313625213,0.5439270070361796
12747,2,11,4196.01,0,1.0852643086256046,-0.6077650729130303
12748,1,209,33719.73,2,20.53273420249124,4.108646536624525
12749,4,5,4090.88,0,0.5439602722919374,-0.6973741368561578
12750,129,1,275.88,0,-0.5508016001728038,0.1939672636895261
12752,81,1,4366.78,0,-0.08052646142065717,-0.05665591655790853
12753,23,6,21429.39,0,1.7783793770988772,0.2710105172599861
12754,236,3,3010.74,1,-0.5902684354743388,1.319734665593845
12755,281,2,3811.95,1,-0.7928986591361011,1.7459027460880823
12756,87,1,112.07999999999998,0,-0.4024907054892452,-0.19356356177249848
12757,16,13,7857.1,3,1.4648199448393164,-0.2821736995344923
12758,117,2,2791.59,0,-0.2405497179336041,0.21557477486271617
12759,52,3,1531.44,0,0.0059222957559335295,-0.4122522506658024
12762,8,2,1898.52,0,0.11145117137601648,-0.8111918028327914
12763,138,2,494.08,0,-0.4819924512847156,0.3024031740959831
12764,317,1,1693.88,1,-1.1665237256405527,1.9594057870948358
12766,4,7,6989.63,0,0.9231943602392402,-0.5327674231497344
12769,239,1,1143.6,1,-0.9083901577417375,1.2286461930097223
12770,211,1,1351.45,1,-0.787225645821305,0.9845413795704226
12772,60,1,892.47,0,-0.24487848522967523,-0.40288525688436927
12775,17,5,1386.04,0,0.3043229604740058,-0.7012654154757124
12778,20,6,822.23,0,0.3409843902481857,-0.6822850025052504
12779,38,8,3981.36,0,0.670027500156861,-0.34304645432684844
12781,64,2,826.74,0,-0.1770043471021755,-0.35246815601462766
12782,5,5,2330.92,0,0.41641875867404904,-0.7674197718682084
12783,2,6,2225.91,0,0.5081691109190999,-0.7821295549699004
12784,9,2,574.42,0,0.014553320044168535,-0.8616487302647582
12785,364,1,311.95,1,-1.4425360596582246,2.3227256356690904
12787,10,3,463.66,0,0.09067778771078358,-0.8404103414842352
12789,65,1,91.85,0,-0.3201940685413237,-0.3936090087342916
12790,192,1,324.92,1,-0.7870943603718044,0.7664250784605944
12791,374,1,192.60000000000002,1,-1.4889811649199365,2.407878209691107
12792,257,1,400.53999999999996,1,-1.0291291936069709,1.3581807652090465
12793,335,2,545.48,1,-1.2280436895801627,2.0878878913885153
12794,53,2,860.41,0,-0.13277767146491853,-0.45052306514827056
12795,19,1,430.48,0,-0.12133760363662169,-0.7947658859462041
12797,366,1,254.03,1,-1.4542190069732195,2.3382258529167053
12798,10,3,6977.04,0,0.5486088138674629,-0.5476817217945038
12802,187,1,427.58,1,-0.7608496955412389,0.7257806516692207
12808,37,3,483.65000000000003,0,-0.010662752604535829,-0.5951174405426314
12809,178,1,489.31,1,-0.7222610397575125,0.6470901296490568
12811,261,3,514.85,1,-0.8608801375734818,1.4338539322052393
12812,45,1,229.64000000000001,0,-0.23439845711229818,-0.5684493205508806
12814,102,1,125.92,0,-0.4585987572541637,-0.05716683471039815
12815,148,2,1063.46,1,-0.4800155643327242,0.41850910601189023
12816,96,2,572.2,0,-0.3166730796125853,-0.07425512317402135
12817,281,1,166.04,1,-1.1369457419742224,1.564881264597557
12818,262,1,1542.08,1,-0.9678988788195592,1.4547428489800474
12820,3,4,942.34,0,0.23868679235328166,-0.8650941358229037
12821,214,1,92.72,1,-0.8871383925174161,0.9551256498787714
12822,71,2,948.88,0,-0.19505498911625008,-0.28361732327504424
12823,75,5,1759.5,0,0.10986596901176152,-0.15948554331999953
12824,60,1,397.12,0,-0.2797046636204203,-0.4251476032795295
12826,3,7,1474.72,0,0.5392673760485497,-0.7896737936282642
12827,6,3,430.15000000000003,0,0.10354345070120961,-0.8781229621793583
12828,3,6,1018.71,0,0.4194900548913362,-0.8273326855035243
12829,337,2,293.0,1,-1.2534054120394058,2.094644064799161
12830,38,6,6814.64,0,0.693790685493302,-0.25004049536253375
12831,262,1,215.05,1,-1.0611973213548784,1.395102591512056
12832,32,2,383.03,0,-0.0864269218721488,-0.6620624008677919
12833,145,1,417.38,1,-0.6017397678490634,0.3451530187100659
12834,283,1,312.38,1,-1.1342679439614822,1.589561469479522
12836,59,4,2612.86,0,0.14303197842932436,-0.2831242337923694
12837,173,1,134.1,1,-0.7282074767736624,0.5858678073414783
12838,34,2,683.13,0,-0.07293884185807409,-0.6304718126574331
12839,3,14,5591.42,3,1.4427158500003308,-0.4845062192258665
12840,144,4,2726.77,0,-0.17241894974946853,0.4913852682616385
12841,5,25,4022.35,3,2.289676559139779,-0.3481106151543133
12842,70,2,1118.99,0,-0.17928979469595133,-0.28502377550705416
12843,66,8,1702.26,0,0.4032412622006342,-0.19202912442641132
12844,29,2,325.96000000000004,0,-0.0790230790350109,-0.6917822225776784
12845,267,4,354.09,1,-0.8072980100093479,1.4981034282276644
12847,22,1,871.54,0,-0.10174456701426177,-0.7477885324057381
12849,31,2,1050.8899999999999,0,-0.035666814170345326,-0.6410986443217843
12851,97,1,135.18,0,-0.4389206919223275,-0.10200890590130345
12852,295,1,311.55,1,-1.1799911698191758,1.6981439435955485
12853,135,6,1957.1000000000001,0,-0.016848894671387313,0.40965859852485004
12854,79,3,1324.5,0,-0.11137283154275478,-0.17715818744995535
12855,373,1,38.1,1,-1.496038067536924,2.3918829207510464
12856,8,6,2179.93,0,0.48210399578297686,-0.7298861301930932
12857,211,2,1106.4,1,-0.7167371923790723,0.9906927705598627
12863,52,1,521.2,0,-0.2405378219628318,-0.4919843024347594
12864,138,1,147.12,0,-0.5941028808430379,0.2696452792418035
12865,26,2,1568.23,0,0.019732427535306907,-0.6631062490617903
12866,283,1,559.12,1,-1.1169205910673015,1.6006506212904472
12867,26,7,4036.82,0,0.631874565114634,-0.4663383006588549
12868,186,6,1607.0600000000002,1,-0.23553458324756435,0.8555609202096917
12871,84,2,380.64,0,-0.28447606443541135,-0.19148411555584993
12872,327,2,599.97,1,-1.1937694566925592,2.017923632557017
12873,282,1,374.0,1,-1.126130269665564,1.5832791881157648
12875,143,2,343.2300000000001,0,-0.5116251721093258,0.3408818141249006
12876,58,2,2218.02,0,-0.05635629507482536,-0.3442502209339422
12877,4,12,1535.77,0,0.9783391081107683,-0.6920554476918619
12878,236,2,854.99,1,-0.829548024639799,1.2056849376194438
12879,45,3,573.22,0,-0.034808673674292114,-0.5186787421801219
12881,276,1,298.0,1,-1.1086411053522998,1.5255536577302333
12882,9,2,1463.04,0,0.07702881947201527,-0.8217117841586368
